002c8c71-9306-47c3-8f46-885ae341bf3a	gi|927145158|ref|XM_014058863.1|	4.35e-34	159	276	78.261	216	927145158	XM_014058863	35019	Thamnophis sirtalis	Thamnophis sirtalis	Eukaryota	1	273
003ab2cb-b41d-453c-820b-0429a9a8e1f1	gi|1003108438|gb|KU577738.1|	6.42e-21	117	102	88.235	90	1003108438	KU577738	1805784	Macropanesthia mutica	Macropanesthia mutica	Eukaryota	144	46
0040cdd7-5f38-4091-8d5e-cfd1b5632df4	gi|38455986|gb|AY448006.1|	4.81e-34	163	457	74.836	342	38455986	AY448006	6984	Diploptera punctata	Pacific beetle cockroach	Eukaryota	199	652
00a96135-b8fa-4b7e-9bb7-81afd3261958	gi|1067972569|gb|KT092141.1|	4.55e-17	104	94	87.234	82	1067972569	KT092141	1902799	Egle steini	Egle steini	Eukaryota	178	271
01bafd4c-2dbb-4549-8f2b-a7484937dce2	gi|38455986|gb|AY448006.1|	6.93e-46	202	462	75.758	350	38455986	AY448006	6984	Diploptera punctata	Pacific beetle cockroach	Eukaryota	642	193
01e43899-ab26-4c99-9408-79492dd55670	gi|1540207341|emb|LR134494.1|	0.0	6488	6646	85.435	5678	1540207341	LR134494	137545	Serratia quinivorans	Serratia quinivorans	Bacteria	771781	765285
020f32f7-1742-4e7e-a06a-43cc7f4d0b59	gi|1145995699|gb|KY224407.1|	3.60e-24	128	88	93.182	82	1145995699	KY224407	114635	Nasutitermes longinasus	Nasutitermes longinasus	Eukaryota	2141	2055
0270059a-892f-4661-81a8-3f8107f02bff	gi|38455986|gb|AY448006.1|	1.13e-57	239	693	73.882	512	38455986	AY448006	6984	Diploptera punctata	Pacific beetle cockroach	Eukaryota	870	193
027e0413-4503-4c77-894e-acfe65f14918	gi|1056738350|tpe|HF933213.1|	0.004	56.5	30	100.000	30	1056738350	HF933213	8090	Oryzias latipes	Japanese medaka	Eukaryota	22195308	22195337
032da2f7-0ddf-490e-a82e-2e2419c085d4	gi|1228013048|ref|XM_022082796.1|	1.79e-09	80.5	83	84.337	70	1228013048	XM_022082796	136037	Zootermopsis nevadensis	Zootermopsis nevadensis	Eukaryota	2646	2727
049a8afe-2433-49f6-a1a5-8206bb549457	gi|38455986|gb|AY448006.1|	4.69e-16	99.0	310	73.548	228	38455986	AY448006	6984	Diploptera punctata	Pacific beetle cockroach	Eukaryota	510	814
058d8059-1914-48cc-b369-67dd25b554aa	gi|460838101|dbj|AP012548.1|	2.12e-61	254	207	89.855	186	460838101	AP012548	1229512	Blattabacterium cuenoti BPAA	Blattabacterium cuenoti BPAA	Bacteria	306812	307009
05b6a5df-c912-49ce-bc5c-41cb6b751b68	gi|1003108350|gb|KU577690.1|	1.20e-45	200	128	95.312	122	1003108350	KU577690	112953	Panesthia cribrata	Panesthia cribrata	Eukaryota	281	406
06375699-9894-43fc-bf17-3351f7b4674e	gi|1316197311|ref|XM_023388636.1|	0.0	2189	2079	86.821	1805	1316197311	XM_023388636	218467	Centruroides sculpturatus	bark scorpion	Eukaryota	603	2634
0649e15b-dd4f-4fc9-8c52-7ee765fc63dd	gi|1016104551|gb|KU684410.1|	0.0	715	2379	73.728	1754	1016104551	KU684410	132935	Blaptica dubia	Argentinian wood cockroach	Eukaryota	10593	12901
064d68f3-956d-4dd0-9fc3-422e0c9a301b	gi|126678894|gb|EF363274.1|	3.74e-151	547	535	86.542	463	126678894	EF363274	112953	Panesthia cribrata	Panesthia cribrata	Eukaryota	510	3
066da9d6-99cb-4f36-86e1-33ce854cc93c	gi|1370968605|emb|LT969421.1|	0.001	58.4	31	100.000	31	1370968605	LT969421	880535	Plasmodium sp. gorilla clade G2	Plasmodium sp. gorilla clade G2	Eukaryota	1829464	1829494
06b1868d-f83f-4beb-ab47-a3a020f501f7	gi|1219876378|gb|MF497821.1|	1.82e-10	84.2	110	81.818	90	1219876378	MF497821	1343345	Manticora tibialis	Manticora tibialis	Eukaryota	10267	10372
06d569bc-a92f-454e-b71a-614488dc9f19	gi|14029288|gb|AF309308.1|	4.28e-22	122	170	81.176	138	14029288	AF309308	156935	Deronectes persicus	Deronectes persicus	Eukaryota	177	9
06fb556e-3508-466a-860d-b19c0c92f629	gi|164510106|emb|AM114927.1|	3.15e-04	60.2	39	94.872	37	164510106	AM114927	6978	Periplaneta americana	American cockroach	Eukaryota	777	739
076f0c9f-bd08-4591-abf9-6eff571690fc	gi|943394315|gb|KM988640.1|	7.03e-11	86.1	90	84.444	76	943394315	KM988640	1728284	Cecidomyiidae sp. BOLD:ACI5256	Cecidomyiidae sp. BOLD:ACI5256	Eukaryota	652	565
07a0f960-fc65-4b4e-8768-439fa5d1f989	gi|1591613414|emb|LR535832.1|	0.005	58.4	35	97.143	34	1591613414	LR535832	299321	Denticeps clupeoides	denticle herring	Eukaryota	11953643	11953676
07b03785-45c5-4164-b6e6-40159f4f440e	gi|1578791777|gb|MF990748.1|	2.53e-06	67.6	112	78.571	88	1578791777	MF990748	1168648	Macromia daimoji	Macromia daimoji	Eukaryota	5582	5474
07d2307d-bf0d-45ea-8005-f7ec9d851177	gi|531873306|gb|KC538581.1|	1.87e-18	110	100	87.000	87	531873306	KC538581	1384405	Xylobanus sp. UPOL A00094	Xylobanus sp. UPOL A00094	Eukaryota	35	132
08155a87-f763-442e-86bc-e65c49405fee	gi|38455986|gb|AY448006.1|	1.40e-46	202	418	76.316	319	38455986	AY448006	6984	Diploptera punctata	Pacific beetle cockroach	Eukaryota	672	262
084e29f7-6bf5-4d0c-88be-6a2c2119c266	gi|965661712|dbj|AP015035.1|	0.004	56.5	52	86.538	45	965661712	AP015035	157739	Vigna angularis var. angularis	Vigna angularis var. angularis	Eukaryota	39733097	39733047
09637931-6bd3-4c8f-b1b6-b980a87fbf14	gi|269975566|gb|GU112873.1|	1.06e-15	100	91	87.912	80	269975566	GU112873	70610	Caluromys philander	bare-tailed woolly opossum	Eukaryota	489	402
09d6c6db-dc6f-46a4-a1a5-809ac443d074	gi|38455986|gb|AY448006.1|	1.57e-40	182	594	73.401	436	38455986	AY448006	6984	Diploptera punctata	Pacific beetle cockroach	Eukaryota	772	197
0a0a2f38-2a45-49a1-831d-f27fa7a4b1dc	gi|38455986|gb|AY448006.1|	6.74e-38	176	581	73.150	425	38455986	AY448006	6984	Diploptera punctata	Pacific beetle cockroach	Eukaryota	764	201
0a495d38-2f5c-4b48-b9a0-c3220bc9c086	gi|1465623802|ref|XM_011164897.2|	9.25e-35	161	305	77.049	235	1465623802	XM_011164897	13686	Solenopsis invicta	red fire ant	Eukaryota	453	159
0a8621ec-3b02-486c-af05-5544ba4da7be	gi|255004825|gb|AC135826.2|	0.002	60.2	42	92.857	39	255004825	AC135826	10116	Rattus norvegicus	Norway rat	Eukaryota	111301	111341
